Tiktok ID,TikTok_Video_ID,Hashtag_Seed,Author,Caption,Hashtags,Like_Count,Comment_Count,Share_Count,Upload_Date,URL,,,,,,,,,,
TT0021,7551355703668100374,viralkbeauty,mina.khan20,"414 Likes, TikTok video from Mina Khan (@mina.khan20): “This is my favourite Organic Korean Sunscreen 🧴 SPF 50, 100 % recommended #koreansunscreen #koreanskincareproducts #koreanglassskin #SPF50  #koreanskincareroutine”. Link 👉 ziorra.comoriginal sound - Mina Khan.","koreanglassskin,koreanskincareproducts,koreanskincareroutine,koreansunscreen,spf50",414,13,28,,https://www.tiktok.com/@mina.khan20/video/7551355703668100374,,,,,,,,,,
TT0022,7491027949211192622,viralkbeauty,itsjessgameng,"3934 Likes, 41 Comments. TikTok video from JESS — travel & chicago life (@itsjessgameng): “i thought it was only fitting to being my SISTER to SISTAR so here are our k-beauty faves that you can grab at this store!  @Sistar Beauty  #sistarbeauty #sistarbeautyhaul #melrosepark #kbeauty #skin1004 #viral #beautystore #koreanskincare @amymhua”. korean skincare. korean beauty, korean beauty products, viral korean skincare, centella 1004, korean skincare routine, viral beauty products | @SistarBeauty  | @SistarBeauty Mamushi (feat. Yuki Chiba) - Megan Thee Stallion.","beautystore,kbeauty,koreanskincare,melrosepark,sistarbeauty,sistarbeautyhaul,skin1004,viral",3934,41,1344,,https://www.tiktok.com/@itsjessgameng/video/7491027949211192622,,,,,,,,,,
TT0023,7252172970473295110,viralkbeauty,eslavaelle,"732 Likes, 44 Comments. TikTok video from Elle (@eslavaelle): “Here are “Viral Makeup Products in Korea”✨ Wanna know what’s actually trending in the kbeauty scene? This video is for you! A lot of these products are my daily makeup essentials too and I definitely see why they’re so popular!!💖 Products mentioned: 1. @rom&nd global  Better Than Cheek 2. Romand Zero Velvet Tint 3. @Peripera Philippines  Ink Airy Velvet 4. Romand Glasting Melting Balm 5. (Same with 3, different packaging) 6. Romand Bare Water Cushion (FAVE💙) 7. @cliocosmetics_global  Kill Brow Auto Hard Brow Pencil 8. Clio Kill Lash Superproof Mascara 9. Romand Han All Fix Mascara 10. Romand Juicy Lasting Tint 11. (Same with 10, different packaging) #romand #peripera #clio #liptint #lipbalm #cushion #mascara #makeup #makeuptutorial #makeuphacks  #beautiful  #beauty #beautytok #beautyhacks #beautytips  #kbeauty #koreanbeauty  #kpop #kpopfyp  #love #like #fyp #fypシ #fypシ゚viral  #foryou #foryoupage #ugc #explore #viral #viralvideos #tiktok #trending #trend”. OMG - NewJeans.","beautiful,beauty,beautyhacks,beautytips,beautytok,clio,cushion,explore,foryou,foryoupage,fyp,fypシ,fypシ゚viral,kbeauty,koreanbeauty,kpop,kpopfyp,like,lipbalm,liptint,love,makeup,makeuphacks,makeuptutorial,mascara,peripera,romand,tiktok,trend,trending,ugc,viral,viralvideos",732,44,65,,https://www.tiktok.com/@eslavaelle/video/7252172970473295110,,,,,,,,,,
TT0024,7465569040606498054,viralkbeauty,nouriskin6,"212.3K Likes, 781 Comments. TikTok video from nouriskin 🎀 (@nouriskin6): “Discover the best Korean skincare products that elevate your beauty routine. Explore techniques and product recommendations for glowing skin! #koreanskincare #beauty”.","beauty,foryou,fyp,koreanskincare,skincare,trending,viral",212300,781,11900,,https://www.tiktok.com/@nouriskin6/video/7465569040606498054,,,,,,,,,,
TT0025,7545844895353720065,viralkbeauty,tatiencorea,"1M Likes, 4216 Comments. TikTok video from Tati en Corea (@tatiencorea): “Descubre el secreto del papá coreano de 63 años para lucir de 33 con Madeca Cream Time Reverse. ¡No te lo pierdas! #centellian24 #antiage #antiagingskincare #antiarrugas #pielmadura”.","antiage,antiagingskincare,antiarrugas,centellian24,pielmadura",1000000,4216,61000,,https://www.tiktok.com/@tatiencorea/video/7545844895353720065,,,,,,,,,,
TT0026,7542591855284718871,viralkbeauty,selinadasilvaa,"183.7K Likes, 880 Comments. TikTok video from Selina (@selinadasilvaa): “Discover how SUNGBOON collagen serum and spray can enhance your skin's appearance, providing a Botox-like effect without needles! #koreanskincare #collagen #kbeauty”.","botox,collagen,fyp,glassskin,kbeauty,koreanskincare,skincareroutines,sungbooneditor,sungboonpartner",183700,880,5872,,https://www.tiktok.com/@selinadasilvaa/video/7542591855284718871,,,,,,,,,,
TT0027,7540721792747343126,viralkbeauty,skincupid,"4978 Likes, 93 Comments. TikTok video from Skin Cupid (@skincupid): “Discover why this No.1 bestselling cream in Korea is a must-have for your skincare routine! Experience its transformative effects today! #koreanskincare #kbeauty”.","kbeauty,koreanskincare,trendingskincare,viralskincare",4978,93,499,,https://www.tiktok.com/@skincupid/video/7540721792747343126,,,,,,,,,,
TT0028,7215677060948282629,viralkbeauty,skincupid,"155.5K Likes, 409 Comments. TikTok video from Skin Cupid (@skincupid): “Viral K-Beauty series is back! Do you spot any of your favourites? 👀 💓 All of these viral products are available at: www.skincupid.co.uk  🤍 COSRX Advanced Snail 92 All in One Cream Made of 92% Snail Mucin, this nourishing moisturiser delivers rich nutrients and moisture to the skin, whilst strengthening the skin barrier and preventing skin damage. Other star ingredients in the formula are Hyaluronic Acid and Adenosine that work to reduce the appearance of wrinkles and plump the skin to give it a dewy look. 🤍 ROUND LAB 1025 Dokdo Toner  This award-winning toner is hailed as one of the best and most popular products in Korea. It helps to gently exfoliating dead skin cells, whilst proving deep hydration and nourishment to the skin. Formulated with Deep Sea Water, Panthenol and Allantoin, it penetrates the skin to moisture and protects the skin from external aggressors. The Ulleungdo Deep Sea Water is extracted from 5,000 feet below the sea level and extremely mineral-rich, helping to increase blood circulation and revitalise skin cells. This cream alone has 70+ types of naturally derived minerals like magnesium, zinc and calcium. Suitable for all skin types, even sensitive skin.  🤍 HEIMISH All Clean Balm  Effective in dissolving sebum (oil), dirt and heavy make-up without using harsh ingredients or drying out the skin. Tip: a little goes a long way. This hypoallergic, paraben-free all natural cleansing balm contains many botanical ingredients that are beneficial for the skin such as Vitamin A, C, D and E.  #viralskincare #cosrx #kbeautyshop #koreanskincare #roundlab #heimish”. Viral K-Beauty Products worth your money! 💸Worth Your Money 💸 | Viral K-Beauty Products | www.skincupid.co.ukCupid (Twin Version) - FIFTY FIFTY.","cosrx,heimish,kbeautyshop,koreanskincare,roundlab,viralskincare",155500,409,4408,,https://www.tiktok.com/@skincupid/video/7215677060948282629,,,,,,,,,,
TT0029,7504719176775372054,viralkbeauty,skincupid,"36.9K Likes, 169 Comments. TikTok video from Skin Cupid (@skincupid): “¡Regresamos con lo mejor de la belleza coreana! Encuentra tus nuevos favoritos y disfruta de envíos gratis. #koreanskincare #kbeautyroutine #skincupid”.","kbeautyroutine,kbeautyshop,koreanskincare,koreanskincareroutine,microneedling,skincupid,snature,viralskincare",36900,169,2370,,https://www.tiktok.com/@skincupid/video/7504719176775372054,,,,,,,,,,
TT0030,7454911203266006294,viralkbeauty,elumiex,"10.9K Likes, 89 Comments. TikTok video from Elija🪼 (@elumiex): “Discover the best combo for treating acne prone skin with Dr. Althea's 345 cream. Perfect Korean skincare solutions await! #koreanskincare #acneproneskin”.","2025,345,345cream,acne,acneproneskin,dralthea,foryou,foryoupage,fy,fyp,kbeauty,korean,koreanskincare,kskincare,skincare,viral,vitaminc",10900,89,557,,https://www.tiktok.com/@elumiex/video/7454911203266006294,,,,,,,,,,
TT0031,7498902839456992518,viralkbeauty,seoari__4,"65.3K Likes, 1012 Comments. TikTok video from 서아리 (@seoari__4): “Assista a garotas coreanas brilhando em danças incríveis! Descubra a beleza e o ritmo neste desafio de dança. #challenge #korean #dance #beautiful”.","beautiful,beauty,challenge,dancer,foryoupage,fyp,fypシ゚,fyyyyyyyyyyyyyyyy,girls,korean,seoari__4,tik_tok,videoviral,🇰🇷",65300,1012,3092,,https://www.tiktok.com/@seoari__4/video/7498902839456992518,,,,,,,,,,
TT0032,7550400004125510967,viralkbeauty,surakshya1135,TikTok video from SURAKSHYA & ALOK (@surakshya1135): “#AXISY #GlassSkin #DarkSpotCorrector #KBeauty #ViralSkincare”. original sound - SURAKSHYA & ALOK.,"axisy,darkspotcorrector,glassskin,kbeauty,viralskincare",14,0,Share,,https://www.tiktok.com/@surakshya1135/video/7550400004125510967,,,,,,,,,,
TT0033,7549710382680526093,viralkbeauty,phias.selfcare,"2913 Likes, 135 Comments. TikTok video from phia ⋆. 𐙚 ˚ (@phias.selfcare): “intro tutorial! I hope this is helpful ☺️ tag me if used! 🥹💕 #editingtutorial #wonyoungism #pink #kbeauty #viral”. editing tutorials. do the dance - ౨ৎ⋆˚｡⋆.","editingtutorial,kbeauty,pink,viral,wonyoungism",2913,135,147,,https://www.tiktok.com/@phias.selfcare/video/7549710382680526093,,,,,,,,,,
TT0034,7535990969326488845,viralkbeauty,sydlywydly,"60.1K Likes, 797 Comments. TikTok video from sydlywydly (@sydlywydly): “Discover the truth behind Korean sunscreen sold in the US. Get insights and tips on best products! #koreanskincare #kbeauty #koreansunscreen”.","fyp,kbeauty,koreanskincare,koreansunscreen,skincare,skincaretips,sunscreen",60100,797,2413,,https://www.tiktok.com/@sydlywydly/video/7535990969326488845,,,,,,,,,,
TT0035,7520226390986263826,viralkbeauty,naughtygirlhina,"123.9K Likes, 758 Comments. TikTok video from Hina Nazir (@naughtygirlhina): “Descubre los mejores consejos de cuidado de la piel para lograr un glow up espectacular. ¡Transforma tu rutina de belleza! #skincare #glowup #beautytips”.","aesthetic,beautytips,brightskin,explore,facemask,foryou,fyp,glowingskin,glowup,koreanskincare,lipcare,scrub,shorts,skincare,skincareroutine,trending,viralvideo,youtubeshorts",123900,758,19800,,https://www.tiktok.com/@naughtygirlhina/video/7520226390986263826,,,,,,,,,,
TT0036,7495752497550773509,viralkbeauty,jesskincare96,"357K Likes, 1430 Comments. TikTok video from jesskincare96 (@jesskincare96): “Discover essential self-care tips and Kbeauty secrets every employee loves! Explore jelly sticks and collagen benefits. #korean #Kbeauty #skincare”.","fyp,kbeauty,korean,skincare,tip,trend",357000,1430,9123,,https://www.tiktok.com/@jesskincare96/video/7495752497550773509,,,,,,,,,,
TT0037,7440440375224864042,viralkbeauty,mir.804,"3459 Likes, 329 Comments. TikTok video from Tu amiga del skincare 🧖‍♀️ (@mir.804): “Mejora tu piel com está maravillosa crema ❤️ #antiagingtips #agingbackwards #antiarrugas #arrugas #antimanchas #kbeauty #koreanskincare”. anti aging skincare. La crema antiedad más viral  de TikTok❤️Trendsetter - Connor Price & Haviah Mighty.","agingbackwards,antiagingtips,antiarrugas,antimanchas,arrugas,kbeauty,koreanskincare",3459,329,2979,,https://www.tiktok.com/@mir.804/video/7440440375224864042,,,,,,,,,,
TT0038,7549309941530627358,viralkbeauty,suneejo,"797 Likes, 28 Comments. TikTok video from Sunee (@suneejo): “Discover chic outfit ideas and K-beauty trends with an Asian model fit check and style inspiration! #FitCheck #OOTD #ChicStyle #KBeauty”.","asian,asiangirl,boba,model,wasian",797,28,29,,https://www.tiktok.com/@suneejo/video/7549309941530627358,,,,,,,,,,
TT0039,7518773699063926023,viralkbeauty,chxrry.glowy,"9666 Likes, 118 Comments. TikTok video from CHxRyGLOW🫧 | Kbeauty (@chxrry.glowy): “Discover the Eqqualberry serum for effective pore removal and brightening. Transform your skincare routine with K Beauty! #poreless #eqqualberry #skincareviral”.","bakuchiol,bakuchiolserum,eqqualberry,eqqualberryserum,fyp,koreangirl,poreless,serumrecommendation,skincareviral",9666,118,1103,,https://www.tiktok.com/@chxrry.glowy/video/7518773699063926023,,,,,,,,,,
TT0040,7508895716241280262,viralkbeauty,fluttershyy.grwm,"48.1K Likes, 14.8K Comments. TikTok video from @⃟ (@fluttershyy.grwm): “💕 #minivlog #wonyoungism #skincaretime #pinkskincare #kbeauty #SelfCare #fyp #foryou #viral #skincareroutine”. Wonyoung. If your scrolling right now | And you see me  | Just say hi | ...original sound - Elisa Grillo.","foryou,fyp,kbeauty,minivlog,pinkskincare,selfcare,skincareroutine,skincaretime,viral,wonyoungism",48100,14800,4201,,https://www.tiktok.com/@fluttershyy.grwm/video/7508895716241280262,,,,,,,,,,
TT0041,7223827694574685446,viralkbeauty,skincupid,"322.4K Likes, 418 Comments. TikTok video from Skin Cupid (@skincupid): “Discover the top Korean skincare products trending in Korea 🇰🇷! ABIB Heartleaf Spot Pad Calming Touch and DR G Red Blemish Clear Soothing Cream are must-haves for radiant skin. Shop now at www.skincupid.co.uk! #acneproneskincare #trendingskincare #abib #tonerpad #koreanskincare #kbeauty”.","abib,acneproneskincare,kbeauty,kbeautyskincare,koreanskincare,tonerpad,trendingskincare",322400,418,8988,,https://www.tiktok.com/@skincupid/video/7223827694574685446,,,,,,,,,,
TT0042,7550698518999076114,viralkbeauty,jasmineflowerable,"101 Likes, TikTok video from Jas 💕 Skincare & Makeup (@jasmineflowerable): “Discover the popular Dear.A BonBon Glow Cheek makeup that everyone's talking about! A must-see for beauty lovers! #kbeauty #koreanmakeup #liquidblush”.","blush,kbeauty,koreanmakeup,liquidblush,viralmakeup",101,16,6,,https://www.tiktok.com/@jasmineflowerable/video/7550698518999076114,,,,,,,,,,
TT0043,7371113656257367339,viralkbeauty,angelamachadobeauty,"367.5K Likes, 3564 Comments. TikTok video from Angela María (@angelamachadobeauty): “#greenscreenvideo mi piel me lo agradecio 🫶🏻🥹 que espectaculo!!! #koreanmask #jellamask #facemask #koreanskincare #koreanmaskpack”. biodance mask collagen. Mascarilla koreana - Que tú te pusiste en la cara ahora?  | Also el: original sound - Angela María.","facemask,greenscreenvideo,jellamask,koreanmask,koreanmaskpack,koreanskincare",367500,3564,53200,,https://www.tiktok.com/@angelamachadobeauty/video/7371113656257367339,,,,,,,,,,
TT0044,7551126359590948126,viralkbeauty,kaileadanielle,"TikTok video from Kailea Danielle (@kaileadanielle): “Your makeup only looks as good as the skin underneath, which is why a good cleanse before any makeup application is key ✨ I like to use @The Face Shop US Milk & Jelly Cleanser since it contains hydrating ingredients that pair well with my base makeup. #thefaceshoppartner #koreanskincare #skincareroutine #makeupprep #kbeauty”. Relaxing pop music for a relaxing time(1588327) - JIRO.","kbeauty,koreanskincare,makeupprep,skincareroutine,thefaceshoppartner",11,4,1,,https://www.tiktok.com/@kaileadanielle/video/7551126359590948126,,,,,,,,,,
TT0045,7547435213547162894,viralkbeauty,quyenthai_,"9885 Likes, 71 Comments. TikTok video from quyen ミ☆ (@quyenthai_): “Discover the must-have Mac Lustreglass Lipstick in Alone Time, perfect for fall! Check it out with #maclipstick #kbeauty. Unleash your beauty now!”.","asianbeauty,douyinmakeup,fallmakeup,kbeauty,maclipstick",9885,71,219,,https://www.tiktok.com/@quyenthai_/video/7547435213547162894,,,,,,,,,,
TT0046,7549964760964451598,viralkbeauty,theeebie,"7061 Likes, TikTok video from Ebie (@theeebie): “The viral Korean skincare 3D lifting kit by @BIOHEAL BOH is available now. Grab yours today  #koreanskincare #kbeauty #skincare #collagen #lifting @Flying Anna”. korean skincare. PROBIODERMTHE VIRAL 3D LIFTING KIT
AVAILABLE NOW!!!original sound - Ebie.","collagen,kbeauty,koreanskincare,lifting,skincare",7061,14,3,,https://www.tiktok.com/@theeebie/video/7549964760964451598,,,,,,,,,,
TT0047,7484325140684180758,viralkbeauty,skincupid,"100.7K Likes, 976 Comments. TikTok video from Skin Cupid (@skincupid): “Explore our favorite K-beauty picks from viral brands! Discover top recommended products and share your favorites! #kbeauty #koreanskincare”.","kbeauty,kbeautyproducts,kbeautyreview,kbeautyroutine,koreanskincare,viralkbeauty,viralskincare",100700,976,12900,,https://www.tiktok.com/@skincupid/video/7484325140684180758,,,,,,,,,,
TT0048,7543475521812843790,viralkbeauty,ilovebubbies,"97.9K Likes, 676 Comments. TikTok video from bubbies mom (@ilovebubbies): “Discover the ultimate skincare combo that works wonders! Get tips and hacks for a radiant glow. #skincarethatworks #kbeautyskincare #skincarehacks”.","glowuptips,kbeautyskincare,koreanskincare,medicube,rushready,rushtok,skincarehacks,skincarethatworks,tiktokshopcreatorpicks,tiktokshoplabordaysale,tiktokshopsummerturnup",97900,676,1809,,https://www.tiktok.com/@ilovebubbies/video/7543475521812843790,,,,,,,,,,
TT0049,7461818613360643334,viralkbeauty,beautywith.rm,"26K Likes, 1233 Comments. TikTok video from Rosie 🫧💗 (@beautywith.rm): “WTF! I feel so bad for her tho😭 #medicube #medicubeboosterpro #facial #aesthetician #nervoussystem #health #medicubebrand #koreanskincare #korean #skincare #skincareroutine #viral #esthetician #facialtreatment #contentcreator #informative #beautycontentcreators #paralyzed #bellspalsy #facialdevice #athome #diy #fyp #foryou #foryoupage”. original sound - Rosie 🫧💗.","aesthetician,athome,beautycontentcreators,bellspalsy,contentcreator,diy,esthetician,facial,facialdevice,facialtreatment,foryou,foryoupage,fyp,health,informative,korean,koreanskincare,medicube,medicubeboosterpro,medicubebrand,nervoussystem,paralyzed,skincare,skincareroutine,viral",26000,1233,4978,,https://www.tiktok.com/@beautywith.rm/video/7461818613360643334,,,,,,,,,,
TT0050,7491743309845630213,viralkbeauty,missdarcei,"9617 Likes, 200 Comments. TikTok video from Darcei (@missdarcei): “Discover the latest trend in Korean skincare with ClearDea's collagen mucin! Learn about the benefits of collagen in skincare and unveil the secrets of K-Beauty. #koreanskincare #kbeauty #collagen #asianskincare”.","kbeauty,koreanskincare",9617,200,197,,https://www.tiktok.com/@missdarcei/video/7491743309845630213,,,,,,,,,,
